,genus,date,Weighted_avg_O2_consumed_per_cell,proteorhodopsin_transcripts_per_cell,spherical cell volume (µm3),rhodopsin_transcripts_per_µm3,O2_fraction
3,AAA536-G10,20181030,0.003446755158977855,0.3393668782627199,0.08711374629016701,3.8956753981435193,low
4,AAA536-G10,20190402,0.0045425625616639905,1.6977486142177092,0.08711374629016701,19.488871579035088,low
5,AAA536-G10,20190709,0.002253796421052631,0.6772221117583961,0.08711374629016701,7.77399825628711,below_detection
6,AG-337-I02,20181030,0.010499640443881374,0.2740576305012757,0.03478273211284194,7.87912891983814,mid
7,AG-337-I02,20190402,0.002369015295454545,0.0963556774042454,0.03478273211284194,2.7702158959695535,below_detection
8,AG-337-I02,20190709,0.002253796421052631,0.35726704382759417,0.03478273211284194,10.271391064639502,below_detection
10,ASP10-02a,20190402,1.1784311837250503,0.6601941654246765,0.08475944984553617,7.789033159462459,high
11,ASP10-02a,20190709,0.002253796421052631,0.5538463952605595,0.08475944984553617,6.534332116004498,below_detection
14,Amylibacter,20181030,0.032508408941201015,0.11417669849695032,0.08244795760081053,1.384833558276377,mid
15,Amylibacter,20190402,0.05141202322149738,0.27807654288503625,0.08244795760081053,3.37275235162772,mid
16,Amylibacter,20190709,0.06248264741556037,0.09536682638699928,0.08244795760081053,1.1566911923851193,mid
17,Aquiluna,20190402,0.002369015295454545,0.1498571308401993,0.01881656919867607,7.964104893826406,below_detection
18,Aquiluna,20190709,0.00486973751452566,0.15166813267082355,0.01881656919867607,8.060349953778763,low
19,Arctic95D-9,20181030,0.0023115178181818178,0.662655703876877,0.22984729611703886,2.8830258831474396,below_detection
20,Arctic95D-9,20190402,0.002369015295454545,5.140108363063599,0.22984729611703886,22.3631447917762,below_detection
21,Arctic95D-9,20190709,0.002253796421052631,0.6289287204169948,0.22984729611703886,2.7362894018850783,below_detection
22,Ascidiaceihabitans,20190402,0.002369015295454545,0.08312410422312523,0.19543219579451385,0.4253347504242629,below_detection
23,Ascidiaceihabitans,20190709,0.002253796421052631,0.4775940159754302,0.19543219579451385,2.443783707355946,below_detection
24,BACL14,20181030,0.003174852738209081,0.25190258982268704,0.02873091201462985,8.767650316649107,low
25,BACL14,20190402,0.002369015295454545,0.42779410947585617,0.02873091201462985,14.889680816885393,below_detection
26,BACL14,20190709,0.002253796421052631,0.3230895621827081,0.02873091201462985,11.245363948704105,below_detection
27,CPC320,20181030,0.0023115178181818178,0.1950957751782733,1.1240037319903369,0.17357217740977265,below_detection
28,CPC320,20190402,0.002369015295454545,0.2865928877985862,1.1240037319903369,0.25497503223685924,below_detection
29,CPC320,20190709,0.002253796421052631,0.1287173813929386,1.1240037319903369,0.11451686300454844,below_detection
30,D2472,20181030,0.003716534896670116,0.191913713900744,0.024429024474314227,7.855971248566666,low
31,D2472,20190402,0.0049827381451711325,0.0810551687893481,0.024429024474314227,3.317986310692559,low
32,D2472,20190709,0.0037535175291511336,0.13318154869661658,0.024429024474314227,5.451775155272763,low
36,GCA-002733185,20190402,0.0834569960323915,0.014025766024898207,0.08244795760081053,0.17011659758519382,mid
37,GCA-2683775,20181030,0.0023115178181818178,0.07344400517827544,0.02873091201462985,2.556271278157741,below_detection
38,GCA-2683775,20190402,0.002369015295454545,0.19599154415525769,0.02873091201462985,6.821626269832935,below_detection
39,GCA-2683775,20190709,0.002253796421052631,1.725302621236716,0.02873091201462985,60.050395210503154,below_detection
40,GCA-2698665,20181030,0.0023115178181818178,0.3969216936958487,0.01715728467880506,23.134295497595765,below_detection
41,GCA-2698665,20190402,0.002369015295454545,0.44502111896906427,0.01715728467880506,25.937735912187378,below_detection
42,GCA-2698665,20190709,0.002253796421052631,0.7275402685750487,0.01715728467880506,42.404161392379436,below_detection
43,GCA-2705205,20181030,0.0023115178181818178,0.04231301085801264,0.04309892056597582,0.9817649793163588,below_detection
44,GCA-2705205,20190402,0.002369015295454545,0.1138711469895077,0.04309892056597582,2.64208814267619,below_detection
45,GCA-2705205,20190709,0.002253796421052631,0.06556964308856532,0.04309892056597582,1.5213755293056892,below_detection
46,GCA-2705445,20181030,0.0023115178181818178,0.7904178886916275,0.010305994700101316,76.69496362964917,below_detection
47,GCA-2705445,20190402,0.002369015295454545,1.2913027923869034,0.010305994700101316,125.296279491994,below_detection
48,GCA-2705445,20190709,0.002253796421052631,1.194658274637196,0.010305994700101316,115.91877440277081,below_detection
49,GCA-2707915,20181030,0.0023115178181818178,0.2875030797254509,0.017974164218585352,15.99535178543499,below_detection
50,GCA-2707915,20190402,0.002369015295454545,0.1971637373857634,0.017974164218585352,10.969285413665876,below_detection
51,GCA-2707915,20190709,0.002253796421052631,0.24736366171359675,0.017974164218585352,13.762178797600047,below_detection
52,HC6-5,20190402,0.048484295610025416,0.07310889608134848,0.13092430304202785,0.5584058450773641,mid
53,HIMB59,20181030,0.0023115178181818178,1.2957923583382416,0.027611654181941538,46.929182503875865,below_detection
54,HIMB59,20190402,0.002369015295454545,1.2080697040695951,0.027611654181941538,43.75216696939845,below_detection
55,HIMB59,20190709,0.002253796421052631,1.6778261267766237,0.027611654181941538,60.76514343258539,below_detection
56,HTCC2207,20181030,0.0023115178181818178,0.1916750197315729,0.06544984694978735,2.9285785783215745,below_detection
57,HTCC2207,20190402,0.003703423419557514,0.1277502046781803,0.06544984694978735,1.9518793493312419,low
58,HTCC2207,20190709,0.0039555255615671405,0.2732910213430025,0.06544984694978735,4.175579227139666,low
59,Hel1-33-131,20190402,0.002369015295454545,0.05973542157748232,0.05790583579096705,1.031595879094464,below_detection
60,Hel1-33-131,20190709,0.00595682201555087,0.011384398881652632,0.05790583579096705,0.1966019266650241,low
61,Hellea,20181030,0.005578534126632252,0.1390512893060672,0.031059355769715486,4.476953428687969,low
62,Hellea,20190402,0.002369015295454545,0.23667240946034715,0.031059355769715486,7.620003815118253,below_detection
63,Hellea,20190709,0.0028728063523565865,0.01904128189965884,0.031059355769715486,0.6130610705784535,low
64,IMCC9063,20181030,0.0023115178181818178,0.5628752659913702,0.0092027720799157,61.163664720090104,below_detection
65,IMCC9063,20190402,0.002369015295454545,0.8542841061302949,0.0092027720799157,92.8289974707404,below_detection
66,IMCC9063,20190709,0.002253796421052631,0.7668293340819734,0.0092027720799157,83.32590739213414,below_detection
67,Litoricola,20181030,0.0023115178181818178,0.4414696530898668,0.11884697368407746,3.714605760710361,below_detection
68,Litoricola,20190402,0.002369015295454545,1.0281955878612128,0.11884697368407746,8.65142423057732,below_detection
69,Litoricola,20190709,0.002253796421052631,0.7210240640246034,0.11884697368407746,6.066827296261248,below_detection
73,MAG-120531,20181030,0.0023115178181818178,0.13770618237955734,0.04614011315434465,2.9845219910690797,below_detection
74,MAG-120531,20190402,0.010380630871771077,0.13196271178627744,0.04614011315434465,2.8600430897263966,mid
75,MAG-120531,20190709,0.002253796421052631,0.008185989178098669,0.04614011315434465,0.17741588865886557,below_detection
76,MAG-121220-bin8,20181030,0.013243551107481748,0.07675472058658124,0.02873091201462985,2.6715031025641496,mid
77,MAG-121220-bin8,20190402,0.019025891569211053,0.17031163478210634,0.02873091201462985,5.927818605110177,mid
78,MAG-121220-bin8,20190709,0.004106029732695054,0.02510309281284641,0.02873091201462985,0.8737311506179773,low
79,MB11C04,20181030,0.0023115178181818178,0.04582072859523265,0.1340663538445463,0.3417764956027899,below_detection
80,MB11C04,20190402,0.002369015295454545,0.06422052095308924,0.1340663538445463,0.4790204187066558,below_detection
81,MB11C04,20190709,0.004572001947954906,0.041793205800995686,0.1340663538445463,0.31173523111888374,low
82,MED-G09,20181030,0.0023115178181818178,0.4497623351000736,0.03351032163829113,13.421606033949406,below_detection
83,MED-G09,20190402,0.002369015295454545,0.3825653089087511,0.03351032163829113,11.416342494057307,below_detection
84,MED-G09,20190709,0.004693661333333334,0.3926142593960267,0.03351032163829113,11.716218770857735,low
85,MED-G11,20181030,0.004736271015422285,0.17866205538194,0.022449297503777055,7.958469762890372,low
86,MED-G11,20190402,0.002369015295454545,0.028692253908350118,0.022449297503777055,1.2780913925490407,below_detection
87,MED-G11,20190709,0.005738591250099939,0.01616206438509282,0.022449297503777055,0.719936309025865,low
88,MED-G20,20181030,0.0023115178181818178,0.02763446599108468,0.06743304276221286,0.40980600695316804,below_detection
89,MED-G20,20190402,0.002369015295454545,0.5753899574993085,0.06743304276221286,8.532759815218322,below_detection
91,MED-G78,20181030,0.0023115178181818178,0.061010523065327074,0.022449297503777055,2.717702995163308,below_detection
92,MED-G78,20190402,0.007497826333333331,0.1983115225613552,0.022449297503777055,8.833751814638727,low
93,MED-G78,20190709,0.002253796421052631,0.08028715823750662,0.022449297503777055,3.57637731087124,below_detection
94,MGIIa-L1,20181030,0.0023115178181818178,0.3738682104499269,0.026521848780380632,14.09661194986126,below_detection
95,MGIIa-L1,20190402,0.002369015295454545,0.4523607084916862,0.026521848780380632,17.056152918959295,below_detection
96,MGIIa-L1,20190709,0.002253796421052631,0.16750430723932047,0.026521848780380632,6.315710063290561,below_detection
97,MGIIb-O2,20181030,0.0030948823999262785,0.43327080395911227,0.01715728467880506,25.2528772512789,low
98,MGIIb-O2,20190402,0.002369015295454545,0.38595533390207376,0.01715728467880506,22.495129102733646,below_detection
100,MS024-2A,20181030,0.006754520868461733,0.18953565971077005,0.04771293842639498,3.972416412859582,low
101,MS024-2A,20190402,0.021321644540303275,0.3027545565394557,0.04771293842639498,6.345334547074777,mid
102,MS024-2A,20190709,0.0036736860718373453,0.11431384706132015,0.04771293842639498,2.3958668409758075,low
104,Marinisoma,20181030,0.005411022279941996,0.39061266842580616,0.011494040321933859,33.983930583609265,low
120,Marinisoma,20190709,0.002253796421052631,0.12460213549766593,0.011494040321933859,10.840586252328526,below_detection
131,OM182,20190402,0.006330154120874878,0.05203947922268159,0.10216040430453524,0.5093899106698365,low
132,OM182,20190709,0.004455430280918839,0.012953174875115077,0.10216040430453524,0.12679251774006578,low
136,Pelagibacter,20181030,0.00366349917914537,1.4469496264738118,0.014137166941154066,102.35074909256835,low
137,Pelagibacter,20190402,0.002848722463423501,1.7308064151904423,0.014137166941154066,122.42950956120991,low
138,Pelagibacter,20190709,0.0025617294688953327,1.5877649912122846,0.014137166941154066,112.31139858653108,low
139,Pelagibacter_A,20181030,0.0023115178181818178,0.7122562458988261,0.006370626302704502,111.80317476736222,below_detection
140,Pelagibacter_A,20190402,0.002369015295454545,0.5213401205204482,0.006370626302704502,81.83498697751669,below_detection
141,Pelagibacter_A,20190709,0.002253796421052631,0.3292246270035133,0.006370626302704502,51.67853384584002,below_detection
142,Planktomarina,20181030,0.2875300800415246,0.055871143330630924,0.17959438003021644,0.31109627885477653,high
143,Planktomarina,20190402,0.3469817278475191,0.22120518029157968,0.17959438003021644,1.2316932203243904,high
144,Planktomarina,20190709,0.11871627436506907,0.0583790565944711,0.17959438003021644,0.32506059813591565,high
145,Polaribacter,20181030,0.0023115178181818178,0.03943225739161274,0.050965010421636016,0.7737123384335204,below_detection
146,Polaribacter,20190402,0.028951918550307917,0.10273044293451143,0.050965010421636016,2.0157053257640385,mid
147,Polaribacter,20190709,0.002253796421052631,0.043124785499312084,0.050965010421636016,0.8461645576551173,below_detection
148,Pontimonas,20181030,0.0023115178181818178,0.041976933568373925,0.009743976864343492,4.307987811627687,below_detection
149,Pontimonas,20190402,0.002369015295454545,0.1879837510248569,0.009743976864343492,19.292302685236564,below_detection
150,Pontimonas,20190709,0.005719335833333335,0.07963760423037808,0.009743976864343492,8.173008345473296,low
151,Porticoccus,20181030,0.0023115178181818178,0.7105608037193308,0.024429024474314227,29.086744927798748,below_detection
152,Porticoccus,20190402,0.002369015295454545,0.5718437182027195,0.024429024474314227,23.40837305247214,below_detection
153,Porticoccus,20190709,0.002253796421052631,1.2018520619195494,0.024429024474314227,49.19771001020653,below_detection
157,Puniceispirillum,20181030,0.005724676740058724,0.3712264027563668,0.0944373878143073,3.9309262078098888,low
158,Puniceispirillum,20190402,0.002369015295454545,0.2316181270118092,0.0944373878143073,2.4526104795194152,below_detection
159,Puniceispirillum,20190709,0.0043854074367777355,0.1918475875110484,0.0944373878143073,2.0314791837347226,low
163,SCGC-AAA076-P13,20181030,0.005231782543372558,0.1035000063592197,0.01636553788025348,6.324265484979992,low
164,SCGC-AAA076-P13,20190402,0.004713035132074969,0.3134870164874268,0.01636553788025348,19.155313976308566,low
165,SCGC-AAA076-P13,20190709,0.0047556995132305,0.12639477693907214,0.01636553788025348,7.723227789022383,low
166,SCGC-AAA160-P02,20181030,0.013562364080794542,0.03926421215927727,0.05436159567894217,0.7222785068924474,mid
167,SCGC-AAA160-P02,20190402,0.12473560962237733,0.12463715267436876,0.05436159567894217,2.2927427187838956,high
168,SCGC-AAA160-P02,20190709,0.004750609796719588,0.02139037571065839,0.05436159567894217,0.3934832199736972,low
169,SGZJ01,20181030,0.0023115178181818178,0.09097882849506338,0.031059355769715486,2.929192387942977,below_detection
170,SGZJ01,20190402,0.002369015295454545,0.2408579922991985,0.031059355769715486,7.754764589613535,below_detection
171,SGZJ01,20190709,0.002253796421052631,0.3233324903381116,0.031059355769715486,10.4101479997012,below_detection
173,SYDM01,20181030,0.0023115178181818178,1.213823076126508,0.006370626302704502,190.53433971024288,below_detection
174,SYDM01,20190402,0.002369015295454545,1.2097377565989804,0.006370626302704502,189.89306531532296,below_detection
175,SYDM01,20190709,0.002253796421052631,0.8150906105082784,0.006370626302704502,127.94513000429023,below_detection
181,TMED170,20181030,0.0023115178181818178,1.2414869117272345,0.0041887902047863905,296.3831681779214,below_detection
182,TMED170,20190402,0.002369015295454545,0.9482763663608968,0.0041887902047863905,226.38430668533678,below_detection
183,TMED170,20190709,0.002253796421052631,0.7439716853819225,0.0041887902047863905,177.61015687341202,below_detection
184,TMED189,20181030,0.003557291840087328,0.07121901114927427,0.0077001090437955316,9.249091245877871,low
185,TMED189,20190402,0.0063452477500000005,0.1777439013009692,0.0077001090437955316,23.083296650738834,low
186,TMED189,20190709,0.0039296428312334,0.10542219071082318,0.0077001090437955316,13.690999713279197,low
187,TMED80,20181030,0.0023115178181818178,0.08748863644515423,0.036086951213010345,2.4243842581418225,below_detection
188,TMED80,20190402,0.002369015295454545,0.3800755219488267,0.036086951213010345,10.532214808210203,below_detection
190,Thioglobus,20181030,0.006094646262626835,0.2339424710652435,0.031059355769715486,7.532109577538301,low
191,Thioglobus,20190402,0.005267348407043342,0.3720506619199465,0.031059355769715486,11.978698614306598,low
192,Thioglobus,20190709,0.006341153707163329,0.2173430408095928,0.031059355769715486,6.997667383092142,low
196,UA16,20181030,0.0023115178181818178,0.35579547123483585,0.16463621020892433,2.1611009557577234,below_detection
197,UA16,20190402,0.002369015295454545,0.39410023570827896,0.16463621020892433,2.3937640158757505,below_detection
198,UA16,20190709,0.002253796421052631,0.13496420974608211,0.16463621020892433,0.8197723306119094,below_detection
199,UBA10347,20190402,0.002369015295454545,0.05014301756448344,0.17200691017302153,0.29151746004881224,below_detection
201,UBA10364,20181030,0.0023115178181818178,0.08576140220416509,0.06544984694978735,1.3103377043793643,below_detection
202,UBA10364,20190402,0.0058296520070573905,0.2643347152563356,0.06544984694978735,4.038736950128108,low
203,UBA10364,20190709,0.002253796421052631,0.07841766963008387,0.06544984694978735,1.1981337357480046,below_detection
205,UBA1268,20190402,0.002369015295454545,0.11381284902139804,0.19543219579451385,0.5823648890537256,below_detection
206,UBA1268,20190709,0.002253796421052631,0.08926976372587189,0.19543219579451385,0.45678125532465547,below_detection
207,UBA1994,20181030,0.0023115178181818178,0.3320748724309212,0.14379331374868282,2.3093902197101506,below_detection
208,UBA1994,20190402,0.002369015295454545,0.1447025573093253,0.14379331374868282,1.006323267312913,below_detection
209,UBA1994,20190709,0.002253796421052631,0.16357774299687491,0.14379331374868282,1.1375893546953837,below_detection
210,UBA2040,20181030,0.0023115178181818178,0.5995407477203989,0.0944373878143073,6.348552851750609,below_detection
211,UBA2040,20190402,0.002369015295454545,0.3448651643098344,0.0944373878143073,3.6517863559286967,below_detection
212,UBA2040,20190709,0.002253796421052631,0.09819701641240533,0.0944373878143073,1.0398108067695668,below_detection
216,UBA3031,20181030,0.0023115178181818178,0.3583658872609213,0.05790583579096705,6.188769790916723,below_detection
217,UBA3031,20190402,0.002369015295454545,0.12291992334793846,0.05790583579096705,2.122755360818282,below_detection
218,UBA3031,20190709,0.002253796421052631,0.3420492131354193,0.05790583579096705,5.9069903484369854,below_detection
219,UBA3537,20181030,0.0023115178181818178,0.013251991195517343,0.02057952627611554,0.6439405367118443,below_detection
221,UBA4421,20181030,0.0023115178181818178,0.18420317420675128,0.15053255358940856,1.223676672018615,below_detection
222,UBA4421,20190402,0.002369015295454545,0.508742834671716,0.15053255358940856,3.379620039259807,below_detection
223,UBA4421,20190709,0.002253796421052631,0.045869707950147234,0.15053255358940856,0.3047162016214851,below_detection
224,UBA4441,20181030,0.0023115178181818178,0.7189894839501051,0.06945590118188995,10.351740769545664,below_detection
225,UBA4441,20190402,0.002369015295454545,1.5325488789574917,0.06945590118188995,22.065063628561646,below_detection
226,UBA4441,20190709,0.002253796421052631,0.6081308102992776,0.06945590118188995,8.755639189054863,below_detection
228,UBA4465,20190402,0.07815905699999999,0.5724457141720193,0.11594839631221222,4.937073149598419,mid
229,UBA4465,20190709,0.002253796421052631,0.5421887300905975,0.11594839631221222,4.676120992917016,below_detection
230,UBA4466,20181030,0.0023115178181818178,0.13589701500548718,0.0895112396337846,1.5182117414693361,below_detection
231,UBA4466,20190402,0.002369015295454545,0.23313851525540066,0.0895112396337846,2.6045725230623016,below_detection
232,UBA4466,20190709,0.002253796421052631,0.11280499252838265,0.0895112396337846,1.260232714795363,below_detection
233,UBA4582,20181030,0.0023115178181818178,0.5498381755104578,0.3817035074111599,1.4404849964299336,below_detection
234,UBA4582,20190402,0.007343906304071022,0.7066474602151561,0.3817035074111599,1.8512993632358115,low
235,UBA4582,20190709,0.002253796421052631,0.7408774146115427,0.3817035074111599,1.9409761771287344,below_detection
236,UBA4588,20181030,0.0023115178181818178,1.7107538678346588,0.08244795760081053,20.74949965549954,below_detection
237,UBA4588,20190402,0.002369015295454545,0.6370261382729051,0.08244795760081053,7.7264028947473,below_detection
238,UBA4588,20190709,0.002253796421052631,0.6366924528139589,0.08244795760081053,7.722355669459297,below_detection
239,UBA5951,20181030,0.0023115178181818178,1.5069224452390764,0.059734308165203275,25.227084593856507,below_detection
240,UBA5951,20190402,0.002369015295454545,0.3324494340583875,0.059734308165203275,5.565468895010114,below_detection
241,UBA5951,20190709,0.002253796421052631,1.4005915997153824,0.059734308165203275,23.44702136403518,below_detection
242,UBA6770,20181030,0.0023115178181818178,0.4586928531739659,0.08711374629016701,5.265447448972138,below_detection
243,UBA6770,20190402,0.002369015295454545,0.2848050145444119,0.08711374629016701,3.26934641974592,below_detection
244,UBA6770,20190709,0.002253796421052631,0.19128129715167927,0.08711374629016701,2.195764793704782,below_detection
245,UBA7326,20181030,0.0023115178181818178,0.8264491386365291,0.4632466863277364,1.7840368059359097,below_detection
246,UBA7326,20190402,0.002369015295454545,0.13556766411529084,0.4632466863277364,0.2926468080969279,below_detection
247,UBA7428,20181030,0.010263285,0.08717210419678967,0.05436159567894217,1.6035604383584563,mid
248,UBA7428,20190402,0.0739451533030559,0.10310821116962626,0.05436159567894217,1.8967105340060293,mid
249,UBA7428,20190709,0.006098146486314835,0.023860009276286242,0.05436159567894217,0.4389129674780462,low
250,UBA7434,20181030,0.0023115178181818178,0.3038852578985701,0.44892050022859137,0.6769244392800753,below_detection
252,UBA7434,20190709,0.002253796421052631,0.09514206766639227,0.44892050022859137,0.21193522598755393,below_detection
253,UBA868,20181030,0.0023115178181818178,0.2596103874226445,0.13092430304202785,1.982904482900377,below_detection
256,UBA8752,20181030,0.0023115178181818178,0.2878037204520985,1.5962563172583637,0.18029918963541727,below_detection
257,UBA8752,20190402,0.002369015295454545,0.0721672738312186,1.5962563172583637,0.045210329350595074,below_detection
258,UBA8752,20190709,0.002253796421052631,0.07776274045511906,1.5962563172583637,0.04871569785777249,below_detection
259,UBA9145,20181030,0.0023115178181818178,0.617198703931914,0.09696682804937573,6.365049949015916,below_detection
260,UBA9145,20190402,0.002369015295454545,0.03512317353018722,0.09696682804937573,0.36221844353104365,below_detection
261,UBA9320,20181030,0.0023115178181818178,0.22432554107461594,0.0736221766393256,3.046983277519555,below_detection
262,UBA9320,20190402,0.002369015295454545,0.35580892193478153,0.0736221766393256,4.832904135365167,below_detection
263,UBA9320,20190709,0.004658183317247131,0.14345219781338373,0.0736221766393256,1.9484916687013314,low
264,UBA952,20181030,0.0023115178181818178,0.04155976554815473,0.2208932334555323,0.18814413143407158,below_detection
265,UBA952,20190402,0.002369015295454545,0.101058180025554,0.2208932334555323,0.4574978528977796,below_detection
266,UBA952,20190709,0.002253796421052631,0.0259224853372944,0.2208932334555323,0.11735300774848234,below_detection
267,UBA9926,20181030,0.0023115178181818178,0.2442922519798137,0.2484748461577239,0.9831669312101909,below_detection
268,UBA9926,20190402,0.002369015295454545,0.2836141581283103,0.2484748461577239,1.1414199968888645,below_detection
269,UBA9926,20190709,0.005701919733163093,0.335184379023823,0.2484748461577239,1.348967045183554,low
270,Winogradskyella,20181030,0.0023115178181818178,0.2362357328961153,0.3691209052347572,0.6399955395261933,below_detection
271,Winogradskyella,20190402,0.002369015295454545,0.2051590668436018,0.3691209052347572,0.555804518070096,below_detection
272,Winogradskyella,20190709,0.002253796421052631,0.08352434144793146,0.3691209052347572,0.2262790870509239,below_detection
